[2024-12-03 19:35:47] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-12-03 19:35:47] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-03 19:35:47] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-12-03 19:35:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-12-03 19:35:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-12-03 19:35:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-03 19:35:50] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\african aviation advocates/wp-content/uploads\simply-static\temp-files/simply-static-1-1733254547\
[2024-12-03 19:35:51] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/african%20aviation%20advocates/
[2024-12-03 19:37:28] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.strings.js
[2024-12-03 19:37:28] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/env/env.asset.php
[2024-12-03 19:37:28] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/env/env.js
[2024-12-03 19:37:28] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt
[2024-12-03 19:37:29] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/env/env.min.js
[2024-12-03 19:37:29] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/env/env.strings.js
[2024-12-03 19:37:29] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/icons/icons.asset.php
[2024-12-03 19:37:29] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/icons/icons.js
[2024-12-03 19:37:29] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2024-12-03 19:37:30] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-12-03 19:37:30] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-12-03 19:37:30] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php
[2024-12-03 19:37:30] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-12-03 19:37:30] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-12-03 19:37:31] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-12-03 19:37:31] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-12-03 19:37:31] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-12-03 19:37:31] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-12-03 19:37:31] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2024-12-03 19:37:31] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2024-12-03 19:37:31] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-12-03 19:37:32] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-12-03 19:37:32] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-12-03 19:37:32] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-12-03 19:37:32] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-12-03 19:37:32] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-12-03 19:37:32] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-12-03 19:37:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-12-03 19:37:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-12-03 19:37:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-12-03 19:37:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-12-03 19:37:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-12-03 19:37:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-12-03 19:37:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/ui/ui.asset.php
[2024-12-03 19:37:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2024-12-03 19:37:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2024-12-03 19:37:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2024-12-03 19:37:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2024-12-03 19:37:35] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js
[2024-12-03 19:37:35] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/utils/utils.asset.php
[2024-12-03 19:37:35] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2024-12-03 19:37:35] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2024-12-03 19:37:35] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-12-03 19:37:36] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-12-03 19:37:36] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-12-03 19:37:36] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-12-03 19:37:36] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-03 19:37:37] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-03 19:37:37] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-03 19:37:37] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js
[2024-12-03 19:37:38] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-12-03 19:37:38] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-12-03 19:37:38] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-12-03 19:37:38] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-12-03 19:37:38] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-12-03 19:37:39] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-12-03 19:37:39] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-12-03 19:37:39] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-12-03 19:37:40] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-12-03 19:37:40] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-12-03 19:37:40] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-12-03 19:37:40] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-12-03 19:37:40] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js
[2024-12-03 19:37:41] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2024-12-03 19:37:41] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2024-12-03 19:37:41] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-12-03 19:37:41] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-12-03 19:37:41] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-12-03 19:37:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-12-03 19:37:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2024-12-03 19:37:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2024-12-03 19:37:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/web-cli.js
[2024-12-03 19:37:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-12-03 19:37:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2024-12-03 19:37:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2024-12-03 19:37:44] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2024-12-03 19:37:44] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js
[2024-12-03 19:37:44] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/js/wp-audio.b8efdc046bc9df72a075.bundle.js
[2024-12-03 19:37:45] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/announcement.png
[2024-12-03 19:37:45] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2024-12-03 19:37:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2024-12-03 19:37:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2024-12-03 19:37:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2024-12-03 19:37:47] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2024-12-03 19:37:47] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2024-12-03 19:37:47] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2024-12-03 19:37:47] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2024-12-03 19:37:48] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/african%20aviation%20advocates/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2024-12-03 19:37:49] [class-ss-archive-creation-job.php:221] Cancelling job; job is not done
[2024-12-03 19:37:49] [class-ss-archive-creation-job.php:232] The queue isn't empty; overwriting current task with a cancel task
[2024-12-03 19:37:52] [class-ss-archive-creation-job.php:136] Current task: cancel
[2024-12-03 19:37:52] [class-ss-archive-creation-job.php:153] Performing task: cancel
[2024-12-03 19:37:52] [class-ss-task.php:44] Status message: [cancel] Cancelling job
[2024-12-03 19:37:52] [class-ss-wrapup-task.php:22] Deleting temporary files
[2024-12-03 19:37:52] [class-ss-task.php:44] Status message: [wrapup] Wrapping up
[2024-12-03 19:37:52] [class-ss-archive-creation-job.php:170] This task is done and there are no more tasks, time to complete the job
[2024-12-03 19:37:53] [class-ss-archive-creation-job.php:197] Completing the job
[2024-12-03 19:37:53] [class-ss-archive-creation-job.php:324] Status message: [done] Done! Finished in 00:02:06
[2024-12-03 19:37:53] [class-ss-archive-creation-job.php:384] Error: (1) Maximum execution time of 120 seconds exceeded in <b>C:\xampp\htdocs\african aviation advocates\wp-includes\class-wpdb.php</b> on line <b>2345</b>
[2024-12-03 19:37:53] [class-ss-archive-creation-job.php:324] Status message: [error] Error: (1) Maximum execution time of 120 seconds exceeded in <b>C:\xampp\htdocs\african aviation advocates\wp-includes\class-wpdb.php</b> on line <b>2345</b>
